PuzzleId,Rating,Themes,OpeningFamily,Solved
08g43,1179,advantage long middlegame,nan,False
08ls2,937,crushing deflection endgame exposedKing long rookEndgame skewer,nan,False
08px6,1160,advancedPawn crushing endgame exposedKing long rookEndgame,nan,False
08s4P,1098,crushing defensiveMove endgame long master pawnEndgame quietMove zugzwang,nan,True
08tsJ,1072,advancedPawn crushing defensiveMove endgame long promotion,nan,False
08vX6,1042,advancedPawn crushing endgame long,nan,False
091Wn,989,crushing intermezzo opening short,nan,True
092DA,1036,advantage hangingPiece opening short,Scandinavian_Defense,False
0941P,823,advancedPawn crushing endgame hangingPiece long,nan,False
094TE,1153,advancedPawn crushing endgame pawnEndgame promotion veryLong,nan,False
0971v,948,crushing endgame pin skewer veryLong,nan,False
09FGI,1195,crushing endgame long pawnEndgame,nan,False
09InS,1119,advantage opening short,Sicilian_Defense,False
09MNf,1197,crushing endgame exposedKing long,nan,False
09Qco,906,advancedPawn crushing endgame long pawnEndgame promotion,nan,True
09aCO,1081,crushing endgame long rookEndgame skewer,nan,True
09iFa,799,crushing defensiveMove endgame master pawnEndgame veryLong,nan,False
09lLC,640,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,False
09skk,1141,crushing endgame pawnEndgame veryLong,nan,False
09sng,926,crushing opening short,French_Defense,False
09xR1,753,advancedPawn crushing endgame long pawnEndgame promotion,nan,True
0A0pP,946,crushing hangingPiece master opening short,Indian_Defense,True
0A1S2,1086,advantage opening pin short,Scotch_Game,False
0A2bF,1183,advantage long opening,Kings_Gambit_Accepted,False
0A4g5,1180,crushing opening short,Mieses_Opening,False
0AGsr,1056,advantage endgame hangingPiece long,nan,False
0AInO,1171,advantage capturingDefender opening short,nan,False
0AYyP,1113,advantage long middlegame,nan,False
0Ab5K,1074,crushing endgame long rookEndgame,nan,False
0Aj48,1079,advancedPawn crushing endgame long pawnEndgame,nan,False
0Aq4c,988,crushing endgame long rookEndgame,nan,True
0BFNX,926,crushing endgame long master skewer,nan,True
0BJE9,1082,crushing kingsideAttack long middlegame,Italian_Game,False
0BN2G,1103,advantage opening short,nan,True
0BO33,1092,advancedPawn crushing endgame long pin rookEndgame,nan,False
0BPvk,907,advantage long middlegame,nan,True
0BSsI,1107,crushing opening pin short,Danish_Gambit,False
0BWzF,1053,advantage hangingPiece opening short,Sicilian_Defense,True
0Bc0V,1167,attraction crushing endgame long,nan,False
0Bh9h,843,crushing defensiveMove opening short,nan,True
0BkDA,1071,advancedPawn advantage endgame long promotion,nan,True
0BlpZ,1167,advantage deflection opening short,nan,False
0BxJ8,1168,crushing endgame long rookEndgame,nan,False
0C3GW,1074,advancedPawn bishopEndgame crushing endgame long,nan,False
0C4FM,1051,crushing exposedKing intermezzo long opening,Bishops_Opening,False
0C58k,1193,clearance crushing kingsideAttack opening short,French_Defense,True
0C5UW,1065,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,False
0C6Em,1051,crushing endgame long pin,nan,False
0C6mT,978,advancedPawn crushing endgame long promotion queenRookEndgame,nan,False
0C8HD,893,advancedPawn advantage endgame long promotion rookEndgame,nan,False
0CErp,1101,advancedPawn crushing endgame promotion rookEndgame veryLong,nan,False
0CTPK,1176,advancedPawn crushing endgame pawnEndgame veryLong,nan,False
0CnSg,1180,crushing long opening,Scandinavian_Defense,False
0CtZu,1113,crushing endgame pin veryLong,nan,False
0CuDP,1033,advantage opening short,Queens_Pawn_Game,False
0CwQ3,1030,advantage opening short,nan,True
0D22W,1076,advantage opening short,nan,False
0D5rf,1057,advantage opening short,Kings_Pawn_Game,False
0DKW0,1187,advantage clearance endgame long,Sicilian_Defense,False
0DNIo,675,advantage endgame long,nan,False
0DNqv,918,crushing opening pin short,Queens_Gambit_Accepted,False
0DlEZ,1055,advantage long middlegame,Sicilian_Defense,True
0DruL,1100,crushing intermezzo opening short,nan,True
0E24G,897,advantage hangingPiece long middlegame,nan,True
0E2Xk,1123,crushing long middlegame,Caro-Kann_Defense,True
0ES2T,1091,crushing defensiveMove endgame pawnEndgame quietMove veryLong,nan,False
0EZzf,1100,crushing exposedKing kingsideAttack long middlegame,nan,False
0EjB9,999,advantage opening short,nan,False
0Enn2,807,advantage opening short,Bogo-Indian_Defense,True
0F0Uz,1050,advantage endgame long skewer,nan,False
0F9xB,1071,crushing intermezzo opening short,Queens_Gambit_Declined,False
0FCnE,1175,crushing long opening pin,nan,False
0FEOo,1091,advantage opening short,Bird_Opening,False
0FGHT,950,crushing long middlegame,nan,True
0FI0Z,972,advantage hangingPiece opening short,French_Defense,False
0FNZF,1175,clearance crushing middlegame veryLong,nan,True
0FaX9,1090,advantage opening pin short,Sicilian_Defense,False
0Fc3N,1052,crushing long middlegame,nan,False
0Fnu9,1113,advancedPawn crushing endgame promotion veryLong,nan,False
0FoVB,1192,crushing middlegame veryLong,nan,True
0FpaR,676,advancedPawn crushing endgame promotion veryLong,nan,False
0GG1g,851,advancedPawn crushing endgame pawnEndgame promotion veryLong,nan,False
0GKFa,1135,crushing endgame pawnEndgame veryLong,nan,False
0GKPM,604,advantage hangingPiece long middlegame,Ruy_Lopez,True
0GMzx,1185,advantage hangingPiece opening short,Queens_Pawn_Game,True
0GPZh,815,advancedPawn crushing endgame quietMove rookEndgame veryLong,nan,False
0Gppq,1062,crushing middlegame veryLong,nan,True
0GrXV,1193,advantage hangingPiece long middlegame,nan,True
0H5H4,678,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,False
0HI51,1177,crushing opening short,Queens_Gambit_Declined,False
0HRHs,1183,advantage attraction endgame exposedKing long skewer,nan,True
0HTzl,1170,advantage long middlegame,Canard_Opening,False
0Hm6T,1144,advantage opening short,Zukertort_Opening,True
0HsgB,856,advantage long middlegame skewer,nan,False
0Hvl5,998,advantage endgame knightEndgame long,nan,False
0I481,985,advantage endgame hangingPiece long master,nan,False
0INbh,983,advantage long middlegame,nan,True
0ITJB,842,crushing opening short,English_Opening,False
0IUsE,1177,advantage long middlegame,French_Defense,False
0IVo3,925,advantage hangingPiece long middlegame,nan,True
0IcWT,1046,capturingDefender crushing opening short,Englund_Gambit_Complex_Declined,False
0IfAy,1170,advantage endgame long,nan,False
0Ihkx,1167,advantage opening short,nan,False
0Im0P,1193,attraction crushing endgame skewer veryLong,nan,False
0IpXz,1143,advantage long middlegame skewer,Danish_Gambit_Accepted,False
0J5aI,1058,advantage deflection endgame long,nan,False
0JAbe,1081,advancedPawn crushing endgame knightEndgame promotion veryLong,nan,False
0JFWi,1097,advantage long middlegame skewer,nan,False
0JJys,811,advancedPawn crushing endgame promotion veryLong,nan,False
0JPam,1036,advantage kingsideAttack long middlegame,nan,False
0JQs0,1192,capturingDefender crushing opening short,Kings_Pawn_Game,False
0JfWN,1082,crushing long middlegame skewer,nan,False
0JiNN,1156,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,False
0Jw4Q,1079,crushing opening short,Englund_Gambit_Complex,False
0Jz3d,1004,crushing opening pin short,nan,False
0K8k9,600,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,True
0K9BZ,1070,advantage long middlegame,nan,False
0KWgd,917,crushing long master masterVsMaster middlegame,Pirc_Defense,True
0KoK6,1073,advantage long middlegame,nan,False
0L0Sw,1182,advantage endgame long,nan,False
0LWF7,1050,crushing long middlegame,nan,False
0Laiq,1153,crushing hangingPiece opening short,nan,False
0Lv3A,1101,crushing endgame pawnEndgame veryLong,nan,False
0M624,1180,crushing endgame pawnEndgame veryLong,nan,False
0MDbW,1117,crushing long middlegame trappedPiece,Kings_Indian_Defense,False
0ML7R,1070,advantage long middlegame,Sicilian_Defense,False
0MXyg,1144,advantage capturingDefender kingsideAttack opening short,Sicilian_Defense,True
0MYtH,1126,crushing long middlegame,Englund_Gambit,False
0Ml0N,910,advantage master opening short,Dutch_Defense,True
0NIpL,1042,advantage capturingDefender kingsideAttack long middlegame,Queens_Pawn_Game,True
0NLNP,1154,crushing opening short,nan,False
0NckB,704,advantage long middlegame,nan,True
0NdZK,992,advantage hangingPiece opening short,Sicilian_Defense,False
0Nt6L,1083,crushing long master middlegame skewer,nan,False
0NxC5,1155,crushing long opening,Caro-Kann_Defense,False
0O72s,1196,advantage kingsideAttack long middlegame,Scandinavian_Defense,True
0O9PR,1172,advantage long middlegame,nan,False
0ODnO,942,crushing opening short,nan,True
0OIYE,1173,advantage long middlegame pin,Scandinavian_Defense,False
0OLMH,621,advancedPawn crushing endgame promotion quietMove rookEndgame veryLong,nan,False
0ONLe,851,crushing long master middlegame,nan,False
0OPOW,1047,crushing opening pin short,nan,False
0OQyr,1191,advantage opening short,Sicilian_Defense,False
0OSN5,1080,advantage exposedKing long middlegame,nan,False
0OwmM,1195,crushing opening pin short,Scandinavian_Defense,False
0OxB8,1167,crushing long middlegame,Sicilian_Defense,False
0OyYV,1054,crushing opening short,Indian_Defense,False
0PDj0,1005,advantage opening short,nan,False
0PFZP,1164,advantage master opening pin short,French_Defense,False
0PL5t,1100,advantage deflection long middlegame,nan,False
0PUl2,853,advantage opening short,Modern_Defense,False
0PkYe,1090,advantage intermezzo opening short,nan,True
0PtUH,1157,crushing exposedKing kingsideAttack long middlegame,nan,True
0Q2iY,1191,crushing opening pin short,Sicilian_Defense,False
0Q9fc,995,advantage opening short,Queens_Pawn_Game,True
0QEMs,648,advancedPawn crushing endgame master promotion quietMove rookEndgame veryLong,nan,False
0Qc6c,1058,advantage opening short,Queens_Gambit_Declined,False
0QdeU,675,advancedPawn advantage endgame promotion veryLong,nan,True
0QhFQ,1186,crushing hangingPiece long middlegame,French_Defense,True
0QmPe,1087,crushing opening pin short,French_Defense,False
0QmYj,1104,advantage deflection long middlegame queensideAttack,nan,True
0R1Gr,1179,crushing long middlegame,French_Defense,False
0R6N7,916,advancedPawn advantage endgame long promotion,nan,False
0RBm7,898,crushing opening pin short,English_Opening,False
0RIMb,1134,advantage long middlegame,Scandinavian_Defense,True
0RUwd,600,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,False
0RwAl,1131,advantage kingsideAttack opening short,nan,True
0S37t,1007,clearance crushing long middlegame,Scandinavian_Defense,False
0SFgd,1125,advantage opening pin short,Nimzo-Larsen_Attack,False
0SGGp,1196,crushing hangingPiece opening short,nan,True
0SKTB,1098,advantage opening short,Borg_Defense,True
0SVoQ,894,crushing hangingPiece opening short,Caro-Kann_Defense,False
0SX74,1086,advantage kingsideAttack opening short,Modern_Defense,False
0SmYk,1152,advantage master opening pin short,Scandinavian_Defense,False
0Sy8V,1038,crushing long middlegame skewer,Slav_Defense,True
0Szf9,1153,crushing hangingPiece long middlegame,nan,False
0T7V1,963,crushing long middlegame,nan,True
0THNQ,995,advantage opening short,nan,False
0TMCx,1167,crushing opening pin short,Sicilian_Defense,False
0TU0j,955,advantage endgame hangingPiece long master,nan,True
0TXvG,837,advantage exposedKing long master opening skewer,Modern_Defense,False
0Tb0R,989,advantage long middlegame,Pirc_Defense,False
0TgbO,739,advantage long middlegame,Nimzo-Indian_Defense,False
0Trh0,1091,advantage endgame hangingPiece long,nan,True
0TwxL,1130,advantage defensiveMove long master middlegame skewer,Sicilian_Defense,True
0TzuP,1004,crushing long middlegame,nan,False
0U2gQ,1095,advantage endgame long master,nan,True
0U4Ep,1081,crushing endgame veryLong zugzwang,nan,False
0U8VH,924,crushing opening short,nan,True
0UEQ2,1099,advantage opening short,Blackmar-Diemer_Gambit,False
0UbnK,1132,crushing endgame master veryLong,nan,True
0UmjF,679,advantage hangingPiece long opening,Italian_Game,False
0UryH,1042,advancedPawn crushing endgame hangingPiece promotion quietMove veryLong,nan,False
0UtxR,1105,advantage hangingPiece kingsideAttack long middlegame,nan,False
0Uyqy,901,advancedPawn crushing endgame promotion veryLong,nan,False
0V5f3,1070,advancedPawn crushing endgame pawnEndgame promotion veryLong,nan,True
0VBCF,1148,crushing long middlegame queensideAttack,nan,False
0VJJp,1109,crushing long middlegame,Sicilian_Defense,False
0VPAp,1078,crushing long middlegame,nan,False
0VXKG,1047,crushing opening pin short,Bishops_Opening,True
0Veg8,1144,advantage long middlegame,nan,False
0Vffg,882,advantage long middlegame,Ruy_Lopez,True
0W9WH,1014,crushing hangingPiece opening short,Sicilian_Defense,True
0WWZO,1064,advantage long middlegame,French_Defense,True
0WYfQ,1153,crushing long middlegame skewer,nan,False
0We2C,1100,crushing opening short,nan,False
0Wj5w,1089,crushing opening pin short,nan,False
0WzQf,1120,advantage long middlegame,nan,True
0X01P,950,crushing master opening short,Benko_Gambit_Accepted,False
0X369,806,crushing opening short,Van_Geet_Opening,True
0XHRB,1020,capturingDefender crushing long middlegame,Queens_Pawn_Game,True
0XMy5,877,advantage long middlegame,nan,True
0XV1a,937,advantage endgame long,nan,True
0XYDi,631,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,False
0XgWt,768,advancedPawn advantage endgame knightEndgame long promotion,nan,False
0YFVx,629,advantage hangingPiece long opening,Modern_Defense,False
0YFbx,610,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,False
0YLeT,615,advancedPawn crushing endgame pawnEndgame promotion veryLong,nan,True
0YWYB,1119,crushing opening pin short,Englund_Gambit_Complex,False
0YWvz,1087,crushing endgame rookEndgame veryLong,nan,False
0Yc5A,976,advantage long middlegame,nan,False
0Yqcw,1199,advantage middlegame veryLong,nan,False
0Z0AM,1060,crushing intermezzo opening short,nan,True
0ZpeO,988,crushing master opening short,Queens_Pawn_Game,False
0Zuz6,1105,advantage long middlegame trappedPiece,Caro-Kann_Defense,False
0a62z,1194,advantage exposedKing interference long middlegame,Queens_Pawn_Game,False
0a6Pi,1085,advancedPawn crushing endgame hangingPiece promotion quietMove veryLong,nan,True
0a8v4,809,crushing hangingPiece master opening short,Queens_Gambit_Declined,True
0aBtF,1025,crushing long middlegame,Sicilian_Defense,False
0aJPx,1120,crushing opening short,nan,True
0ab1e,1180,advantage deflection endgame long,nan,False
0ab6V,1160,advancedPawn advantage endgame long promotion,nan,True
0amey,1192,advantage long opening,nan,True
0b5yf,1013,crushing long opening,French_Defense,True
0c52s,1036,crushing opening pin short,nan,False
0cuXl,884,advantage long middlegame,nan,True
0cyPU,1175,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,False
